Insured_Period,Residential,Building_Painted,Building_Fenced,Garden,Settlement,Building Dimension,Building_Type,NumberOfWindows,Claim,Occupancy_Period
1.0,0,N,V,V,U,470.0,type2,no data,0,55
1.0,0,N,V,V,U,400.0,type2,no data,1,52
0.038356164,0,N,V,V,U,400.0,type2,no data,0,53
1.0,1,N,V,V,U,402.0,type2,no data,0,52
1.0,1,N,V,V,U,402.0,type2,no data,0,53
1.0,0,N,V,V,U,1830.0,type2,no data,1,35
1.0,0,V,N,O,R,320.0,type2,less than 5,0,52
1.0,0,V,N,O,R,320.0,type2,less than 5,1,53
1.0,0,V,N,O,R,900.0,type2,greater than 5,1,115
0.163934426,0,V,N,O,R,900.0,type2,greater than 5,0,116
1.0,0,V,N,O,R,1566.0,type2,greater than 5,0,62
0.747945205,0,V,N,O,R,2400.0,type2,greater than 5,0,54
0.038356164,1,V,N,O,R,1950.0,type2,greater than 5,0,58
1.0,1,V,N,O,R,3500.0,type2,less than 5,1,55
1.0,1,V,N,O,R,200.0,type2,less than 5,0,83
1.0,0,V,N,O,R,1050.0,type2,greater than 5,1,150
1.0,0,V,N,O,R,1890.0,type2,greater than 5,0,50
1.0,0,V,N,O,R,950.0,type2,greater than 5,0,52
1.0,1,V,V,V,U,300.0,type2,no data,0,52
1.0,0,V,N,O,R,1671.0,type2,greater than 5,0,52
1.0,1,V,N,O,R,460.0,type2,less than 5,0,112
1.0,0,V,N,O,R,700.0,type2,less than 5,0,71
1.0,0,V,N,O,R,700.0,type2,less than 5,0,72
1.0,0,V,N,O,R,700.0,type2,less than 5,0,73
1.0,0,V,N,O,R,660.0,type2,greater than 5,0,70
0.0,0,V,V,V,U,335.0,type2,no data,0,53
1.0,0,N,V,V,U,610.0,type2,no data,0,53
1.0,0,N,V,V,U,480.0,type2,no data,1,53
1.0,0,N,V,V,U,510.0,type2,no data,1,52
1.0,0,V,V,V,U,350.0,type2,no data,0,53
1.0,0,V,V,V,U,750.0,type2,no data,0,52
1.0,0,V,V,V,U,870.0,type2,no data,1,53
1.0,0,V,V,V,U,440.0,type2,no data,0,52
1.0,0,N,V,V,U,700.0,type2,no data,0,54
1.0,0,N,V,V,U,900.0,type2,no data,0,52
1.0,1,N,V,V,U,400.0,type2,no data,0,52
1.0,1,N,V,V,U,400.0,type2,no data,0,53
1.0,0,N,V,V,U,760.0,type2,no data,0,52
1.0,0,N,V,V,U,400.0,type2,no data,0,52
1.0,1,N,V,V,U,1230.0,type2,no data,0,34
1.0,1,N,V,V,U,1230.0,type2,no data,0,35
1.0,0,V,V,V,U,800.0,type2,no data,0,55
1.0,0,N,V,V,U,220.0,type2,no data,0,32
1.0,0,N,V,V,U,220.0,type2,no data,0,36
1.0,0,N,V,V,U,3100.0,type2,no data,0,33
0.915068493,0,N,V,V,U,3100.0,type2,no data,1,34
1.0,0,N,V,V,U,900.0,type2,no data,0,53
1.0,0,N,V,V,U,350.0,type2,no data,1,33
1.0,0,V,N,O,R,890.0,type2,less than 5,1,73
1.0,0,N,N,O,R,2520.0,type2,greater than 5,0,63
1.0,0,N,V,V,U,450.0,type2,no data,1,53
1.0,0,N,V,V,U,450.0,type2,no data,0,54
1.0,0,N,V,V,U,450.0,type2,no data,1,55
0.745901639,0,N,V,V,U,1100.0,type2,no data,0,56
1.0,0,N,V,V,U,820.0,type2,no data,0,52
1.0,1,N,V,V,U,500.0,type2,no data,0,52
1.0,0,N,V,V,U,400.0,type2,no data,0,54
1.0,0,N,V,V,U,1231.0,type2,no data,0,54
1.0,0,N,V,V,U,724.0,type2,no data,0,52
0.99726776,0,N,V,V,U,724.0,type2,no data,0,56
0.99726776,0,V,N,O,R,357.0,type2,less than 5,0,116
1.0,1,N,V,V,U,600.0,type2,no data,0,54
0.99726776,0,N,V,V,U,470.0,type2,no data,0,56
1.0,0,V,N,O,R,1040.0,type2,greater than 5,0,52
1.0,0,V,N,O,R,755.0,type2,greater than 5,0,112
1.0,0,V,N,O,R,650.0,type2,greater than 5,0,72
1.0,0,V,N,O,R,650.0,type2,greater than 5,0,73
1.0,0,V,N,O,R,650.0,type2,greater than 5,0,112
1.0,0,V,N,O,R,1760.0,type2,greater than 5,0,53
1.0,0,V,N,O,R,564.0,type2,less than 5,0,53
1.0,1,V,N,O,R,2027.0,type2,greater than 5,1,42
1.0,0,V,N,O,R,150.0,type2,less than 5,0,115
1.0,0,V,N,O,R,1300.0,type2,greater than 5,0,49
0.754098361,0,V,N,O,R,1000.0,type2,greater than 5,0,112
0.293150685,1,V,N,O,R,924.0,type2,less than 5,0,113
0.571038251,1,V,N,O,R,400.0,type2,less than 5,0,82
1.0,0,V,V,V,U,546.0,type2,no data,0,53
1.0,0,V,N,O,R,7200.0,type2,greater than 10,1,55
1.0,0,V,N,O,R,526.0,type2,less than 5,0,112
0.259562842,0,V,N,O,R,1425.0,type2,greater than 5,0,62
1.0,0,V,N,O,R,590.0,type2,greater than 5,1,114
1.0,0,V,N,O,R,1425.0,type2,greater than 5,0,64
1.0,0,V,N,O,R,330.0,type2,less than 5,0,55
0.753424658,0,V,N,O,R,325.0,type2,less than 5,0,84
1.0,0,V,N,O,R,325.0,type2,less than 5,0,86
1.0,1,V,N,O,R,890.0,type2,greater than 5,1,114
1.0,0,V,N,O,R,450.0,type2,greater than 5,0,95
1.0,0,V,N,O,R,630.0,type2,greater than 5,0,113
1.0,0,V,V,V,U,450.0,type2,no data,0,54
1.0,0,N,V,V,U,570.0,type2,no data,0,34
1.0,0,V,V,V,U,400.0,type2,no data,0,52
0.0,0,V,V,V,U,1400.0,type2,no data,0,53
1.0,0,V,N,O,R,350.0,type2,less than 5,0,115
1.0,0,V,V,V,U,360.0,type2,no data,0,53
1.0,0,N,V,V,U,1200.0,type2,no data,0,55
1.0,0,V,V,V,U,670.0,type2,no data,0,55
1.0,0,V,V,V,U,350.0,type2,no data,0,53
0.657534247,0,V,V,V,U,350.0,type2,no data,0,54
0.99726776,0,V,N,O,R,4200.0,type2,greater than 5,1,56
1.0,0,V,N,O,R,450.0,type2,less than 5,0,112
0.994535519,0,V,N,O,R,320.0,type2,less than 5,1,96
1.0,0,N,V,V,U,400.0,type2,no data,0,55
1.0,0,N,V,V,U,520.0,type2,no data,0,52
1.0,0,V,N,O,R,765.0,type2,greater than 5,0,116
1.0,0,V,N,O,R,390.0,type2,less than 5,0,112
1.0,0,V,N,O,R,390.0,type2,less than 5,0,116
1.0,0,V,N,O,R,600.0,type2,greater than 5,0,113
0.328767123,1,V,V,V,U,480.0,type2,no data,0,53
1.0,0,N,V,V,U,5195.0,type2,no data,0,54
1.0,0,N,V,V,U,1414.0,type2,no data,1,53
1.0,0,N,V,V,U,1414.0,type2,no data,0,54
1.0,0,N,V,V,U,720.0,type2,no data,0,55
0.99726776,0,N,V,V,U,720.0,type2,no data,0,56
0.443835616,0,N,V,V,U,345.0,type2,no data,0,54
1.0,0,V,N,O,R,700.0,type2,greater than 5,0,93
1.0,0,N,V,V,U,800.0,type2,no data,0,52
1.0,0,N,V,V,U,551.0,type2,no data,0,54
1.0,0,V,V,V,U,490.0,type2,no data,1,55
1.0,0,V,V,V,U,716.0,type2,no data,1,54
1.0,0,N,V,V,U,450.0,type2,no data,0,53
1.0,0,N,V,V,U,900.0,type2,no data,1,55
1.0,0,N,V,V,U,2950.0,type2,no data,0,53
1.0,0,N,V,V,U,1300.0,type2,no data,1,55
1.0,1,N,V,V,U,450.0,type2,no data,1,52
1.0,0,V,N,O,R,3735.0,type2,greater than 5,0,12
1.0,0,N,V,V,U,1166.0,type2,no data,0,53
0.99726776,0,N,V,V,U,1166.0,type2,no data,1,56
0.99726776,0,V,N,O,R,1730.0,type2,greater than 5,0,38
1.0,1,V,N,O,R,250.0,type2,less than 5,1,53
1.0,1,V,N,O,R,250.0,type2,less than 5,0,54
1.0,1,V,N,O,R,250.0,type2,less than 5,0,56
1.0,0,N,V,V,U,1000.0,type2,no data,0,53
0.99726776,0,N,V,V,U,1100.0,type2,no data,0,56
1.0,1,N,V,V,U,550.0,type2,no data,0,34
0.99726776,0,V,N,O,R,220.0,type2,less than 5,0,66
1.0,0,N,V,V,U,800.0,type2,no data,1,55
1.0,0,N,N,O,R,3040.0,type2,greater than 5,0,52
1.0,0,N,V,V,U,1600.0,type2,no data,0,53
1.0,0,N,V,V,U,1600.0,type2,no data,1,54
1.0,0,V,N,O,R,720.0,type2,greater than 5,0,115
1.0,0,N,V,V,U,450.0,type2,no data,0,53
1.0,0,N,V,V,U,370.0,type2,no data,1,53
1.0,0,V,N,O,R,690.0,type2,greater than 5,0,114
1.0,0,V,N,O,R,1820.0,type2,greater than 5,0,115
1.0,0,N,V,V,U,605.0,type2,no data,0,52
1.0,0,N,V,V,U,605.0,type2,no data,0,54
1.0,1,V,N,O,R,1320.0,type2,greater than 5,0,83
1.0,1,V,N,O,R,1320.0,type2,greater than 5,0,86
1.0,1,V,N,O,R,1388.0,type2,greater than 5,0,67
1.0,1,V,N,O,R,1388.0,type2,greater than 5,0,69
1.0,0,V,N,O,R,865.0,type2,greater than 5,0,54
1.0,0,V,N,O,R,700.0,type2,greater than 5,0,56
1.0,0,V,N,O,R,880.0,type2,less than 5,0,116
1.0,1,V,N,O,R,10686.0,type2,greater than 10,0,36
1.0,0,V,N,O,R,1215.0,type2,greater than 5,0,42
1.0,0,V,N,O,R,385.0,type2,less than 5,0,83
1.0,0,V,N,O,R,441.0,type2,greater than 5,0,72
0.671232877,0,V,N,O,R,1500.0,type2,greater than 5,0,54
1.0,0,V,N,O,R,670.0,type2,greater than 5,0,114
1.0,0,N,V,V,U,952.0,type2,no data,0,53
1.0,0,V,N,O,R,499.0,type2,less than 5,1,44
1.0,0,V,N,O,R,470.0,type2,greater than 5,0,113
1.0,0,V,N,O,R,5966.0,type2,greater than 5,1,57
1.0,0,V,N,O,R,5966.0,type2,greater than 5,1,58
1.0,0,V,N,O,R,600.0,type2,greater than 5,0,114
1.0,0,V,N,O,R,800.0,type2,greater than 5,0,114
1.0,0,V,N,O,R,1200.0,type2,greater than 5,0,75
0.494535519,1,V,N,O,R,480.0,type2,less than 5,0,86
0.728767123,0,N,V,V,U,980.0,type2,no data,0,53
0.166666667,0,V,N,O,R,450.0,type2,less than 5,0,92
1.0,0,V,N,O,R,550.0,type2,greater than 5,0,115
1.0,0,V,N,O,R,370.0,type2,less than 5,0,75
0.794520548,0,V,N,O,R,480.0,type2,less than 5,0,84
0.794520548,0,V,N,O,R,600.0,type2,greater than 5,0,84
1.0,0,V,N,O,R,280.0,type2,less than 5,0,115
0.431693989,1,V,N,O,R,300.0,type2,less than 5,0,96
0.25136612,0,V,N,O,R,613.0,type2,greater than 5,0,86
1.0,0,V,V,V,U,850.0,type2,no data,0,53
1.0,0,V,V,V,U,700.0,type2,no data,0,52
1.0,0,V,V,V,U,2600.0,type2,no data,1,52
1.0,0,N,V,V,U,550.0,type2,no data,0,56
1.0,0,V,V,V,U,2250.0,type2,no data,0,53
1.0,0,N,V,V,U,1220.0,type2,no data,0,53
1.0,0,N,V,V,U,1220.0,type2,no data,0,55
0.0,0,N,V,V,U,1705.0,type2,no data,0,53
1.0,0,V,V,V,U,640.0,type2,no data,0,52
1.0,0,V,V,V,U,1192.0,type2,no data,0,53
0.35890411,0,V,V,V,U,340.0,type2,no data,0,53
0.915068493,0,V,N,O,R,500.0,type2,greater than 5,0,113
1.0,0,V,V,V,U,1950.0,type2,no data,0,54
1.0,0,N,V,V,U,550.0,type2,no data,0,54
0.410958904,0,N,V,V,U,1100.0,type2,no data,0,54
0.183561644,1,V,V,V,U,1445.0,type2,no data,0,55
0.0,0,V,V,V,U,420.0,type2,no data,1,52
0.832876712,0,V,V,V,U,240.0,type2,no data,0,53
1.0,0,V,V,V,U,1830.0,type2,no data,0,52
0.0,0,V,V,V,U,390.0,type2,no data,0,55
0.915068493,0,V,V,V,U,640.0,type2,no data,1,54
0.0,0,V,V,V,U,300.0,type2,no data,0,54
1.0,0,V,V,V,U,230.0,type2,no data,0,52
0.030054645,0,V,N,O,R,2300.0,type2,greater than 5,0,82
1.0,0,N,V,V,U,2400.0,type2,no data,1,52
1.0,0,V,N,O,R,450.0,type2,less than 5,0,82
1.0,0,V,V,V,U,850.0,type2,no data,0,52
1.0,0,V,N,O,R,280.0,type2,less than 5,0,114
1.0,0,N,V,V,U,1500.0,type2,no data,0,54
0.219178082,1,N,V,V,U,2400.0,type2,no data,0,55
1.0,0,N,V,V,U,600.0,type2,no data,0,56
1.0,0,N,V,V,U,238.0,type2,no data,0,52
1.0,0,V,V,V,U,1650.0,type2,no data,1,52
1.0,0,N,V,V,U,2000.0,type2,no data,1,55
1.0,0,N,V,V,U,920.0,type2,no data,0,52
0.778082192,0,V,V,V,U,450.0,type2,no data,0,53
0.99726776,0,N,V,V,U,240.0,type2,no data,0,56
0.0,0,N,V,V,U,150.0,type2,no data,0,53
1.0,0,V,V,V,U,1620.0,type2,no data,0,53
1.0,0,V,V,V,U,1620.0,type2,no data,0,54
1.0,0,N,V,V,U,390.0,type2,no data,0,52
1.0,1,V,V,V,U,950.0,type2,no data,0,36
1.0,0,N,V,V,U,900.0,type2,no data,0,52
1.0,1,V,V,V,U,760.0,type2,no data,0,55
1.0,1,N,V,V,U,250.0,type2,no data,0,53
1.0,1,N,V,V,U,350.0,type2,no data,0,32
1.0,1,V,V,V,U,900.0,type2,no data,0,32
1.0,0,N,V,V,U,600.0,type2,no data,1,54
1.0,0,N,V,V,U,475.0,type2,no data,1,52
1.0,1,V,N,O,R,400.0,type2,less than 5,0,83
1.0,1,V,N,O,R,400.0,type2,less than 5,1,84
1.0,1,V,N,O,R,743.0,type2,greater than 5,0,124
1.0,0,N,V,V,U,1105.0,type2,no data,0,54
0.323287671,0,N,V,V,U,300.0,type2,no data,0,54
1.0,0,V,N,O,R,650.0,type2,less than 5,0,73
1.0,0,V,V,V,U,448.0,type2,no data,0,52
1.0,0,N,V,V,U,1800.0,type2,no data,0,52
1.0,0,N,V,V,U,1800.0,type2,no data,0,53
1.0,0,N,V,V,U,140.0,type2,no data,1,53
1.0,0,V,N,O,R,396.0,type2,greater than 5,0,113
1.0,0,V,N,O,R,396.0,type2,greater than 5,0,115
1.0,0,N,V,V,U,1740.0,type2,no data,1,54
1.0,0,N,V,V,U,510.0,type2,no data,0,52
1.0,0,N,V,V,U,510.0,type2,no data,0,55
1.0,0,N,V,V,U,350.0,type2,no data,0,54
1.0,0,N,V,V,U,700.0,type2,no data,0,52
1.0,0,N,V,V,U,700.0,type2,no data,1,53
1.0,0,N,V,V,U,700.0,type2,no data,0,54
1.0,0,N,V,V,U,825.0,type2,no data,0,52
0.41369863,0,V,V,V,U,230.0,type2,no data,0,33
1.0,0,V,N,O,R,2280.0,type2,greater than 5,0,42
1.0,0,V,N,O,R,2280.0,type2,greater than 5,0,43
1.0,0,V,N,O,R,2280.0,type2,greater than 5,0,45
1.0,0,V,N,O,R,5567.0,type2,greater than 5,0,53
1.0,1,V,N,O,R,960.0,type2,greater than 5,0,62
1.0,0,V,N,O,R,321.0,type2,less than 5,0,115
1.0,0,N,V,V,U,472.0,type2,no data,0,54
0.99726776,0,V,N,O,R,660.0,type2,greater than 5,1,66
0.99726776,1,V,N,O,R,780.0,type2,less than 5,0,1
0.166666667,1,V,N,O,R,900.0,type2,less than 5,0,41
1.0,0,V,N,O,R,516.0,type2,greater than 5,0,113
1.0,0,N,V,V,U,1600.0,type2,no data,0,55
0.0,0,V,V,V,U,450.0,type2,no data,1,53
0.0,0,V,V,V,U,450.0,type2,no data,0,55
1.0,0,N,V,V,U,1750.0,type2,no data,0,54
1.0,0,N,V,V,U,320.0,type2,no data,0,53
1.0,0,N,V,V,U,4700.0,type2,no data,0,25
1.0,0,N,V,V,U,480.0,type2,no data,0,55
1.0,0,V,V,V,U,820.0,type2,no data,0,53
1.0,0,N,V,V,U,100.0,type2,no data,0,52
1.0,0,N,V,V,U,100.0,type2,no data,0,54
1.0,0,N,V,V,U,1500.0,type2,no data,0,55
1.0,0,N,V,V,U,660.0,type2,no data,0,54
1.0,0,N,V,V,U,450.0,type2,no data,0,52
1.0,0,N,V,V,U,550.0,type2,no data,0,52
1.0,0,V,V,V,U,570.0,type2,no data,0,52
1.0,1,V,V,V,U,1600.0,type2,no data,0,56
1.0,1,N,V,V,U,401.0,type2,no data,0,55
0.393442623,1,N,V,V,U,401.0,type2,no data,0,56
0.475409836,1,N,V,V,U,700.0,type2,no data,0,56
1.0,1,N,V,V,U,2000.0,type2,no data,0,32
0.328767123,1,N,V,V,U,2000.0,type2,no data,0,33
1.0,0,N,V,V,U,900.0,type2,no data,0,55
1.0,0,V,N,O,R,2100.0,type2,greater than 5,1,114
1.0,0,V,N,O,R,2100.0,type2,greater than 5,1,115
0.99726776,0,V,N,O,R,2100.0,type2,greater than 5,0,116
1.0,1,V,V,V,U,880.0,type2,no data,0,52
1.0,1,N,V,V,U,800.0,type2,no data,0,56
1.0,0,V,N,O,R,3880.0,type2,greater than 5,1,6
1.0,0,N,V,V,U,360.0,type2,no data,0,52
1.0,0,N,V,V,U,360.0,type2,no data,0,53
1.0,0,N,V,V,U,1050.0,type2,no data,1,55
0.99726776,0,N,V,V,U,1050.0,type2,no data,0,56
1.0,0,N,V,V,U,300.0,type2,no data,1,52
1.0,0,N,V,V,U,3900.0,type2,no data,0,54
1.0,0,N,N,O,R,4350.0,type2,greater than 5,0,53
1.0,0,V,N,O,R,3283.0,type2,greater than 5,0,32
1.0,0,V,N,O,R,1200.0,type2,less than 5,1,94
1.0,0,V,N,O,R,4100.0,type2,greater than 10,0,46
1.0,0,V,N,O,R,380.0,type2,less than 5,0,55
1.0,1,N,V,V,U,510.0,type2,no data,0,52
1.0,0,V,N,O,R,9000.0,type2,greater than 10,0,2
1.0,0,V,N,O,R,3550.0,type2,greater than 5,0,11
1.0,0,V,N,O,R,1100.0,type2,less than 5,0,83
1.0,0,V,N,O,R,1320.0,type2,greater than 5,0,63
0.465753425,0,V,N,O,R,2500.0,type2,greater than 10,0,53
0.794520548,0,V,N,O,R,2600.0,type2,less than 5,1,54
1.0,0,V,N,O,R,3100.0,type2,less than 5,0,84
0.0,0,V,V,V,U,870.0,type2,no data,0,55
0.0,0,V,V,V,U,380.0,type2,no data,0,54
0.084931507,1,V,N,O,R,3300.0,type2,greater than 5,0,114
1.0,1,N,V,V,U,150.0,type2,no data,0,52
1.0,0,V,V,V,U,2400.0,type2,no data,1,52
1.0,0,N,V,V,U,3281.0,type2,no data,1,55
1.0,0,N,V,V,U,6468.0,type2,no data,0,32
0.328767123,0,N,V,V,U,6468.0,type2,no data,0,35
1.0,0,V,V,V,U,1070.0,type2,no data,0,32
1.0,0,V,V,V,U,1070.0,type2,no data,1,33
1.0,0,N,V,V,U,6800.0,type2,no data,0,54
0.747945205,1,V,V,V,U,2000.0,type2,no data,1,53
1.0,0,N,V,V,U,1000.0,type2,no data,0,52
0.99726776,0,N,V,V,U,710.0,type2,no data,0,56
1.0,1,N,V,V,U,1500.0,type2,no data,0,53
1.0,1,N,V,V,U,1700.0,type2,no data,0,54
1.0,0,N,V,V,U,2025.0,type2,no data,0,55
1.0,0,N,V,V,U,6657.0,type2,no data,1,25
1.0,0,N,V,V,U,3000.0,type2,no data,0,33
1.0,0,V,N,O,R,824.0,type2,less than 5,0,64
0.224657534,0,N,V,V,U,370.0,type2,no data,0,53
1.0,0,N,V,V,U,1793.0,type2,no data,0,54
1.0,0,N,V,V,U,150.0,type2,no data,0,56
1.0,0,V,N,O,R,2255.0,type2,greater than 10,0,52
0.731506849,0,V,N,O,R,1765.0,type2,greater than 5,1,44
1.0,0,N,V,V,U,1980.0,type2,no data,0,52
1.0,0,N,V,V,U,2270.0,type2,no data,0,53
1.0,0,N,V,V,U,2270.0,type2,no data,1,55
1.0,0,N,V,V,U,2270.0,type2,no data,0,56
0.191256831,0,V,V,V,U,4914.0,type2,no data,0,32
1.0,0,V,N,O,R,2724.0,type2,greater than 5,0,55
1.0,0,V,N,O,R,12500.0,type2,less than 5,1,44
1.0,0,V,N,O,R,7259.0,type2,greater than 5,0,4
1.0,0,V,N,O,R,7259.0,type2,greater than 5,1,5
1.0,1,V,N,O,R,600.0,type2,less than 5,0,46
1.0,0,V,N,O,R,85.0,type2,less than 5,0,62
1.0,0,V,N,O,R,9122.0,type2,greater than 5,1,16
1.0,0,V,N,O,R,2300.0,type2,greater than 5,0,44
1.0,0,V,N,O,R,1900.0,type2,greater than 10,0,56
0.0,0,V,V,V,U,600.0,type2,no data,0,34
1.0,0,V,V,V,U,1222.0,type2,no data,0,53
1.0,0,V,V,V,U,6766.0,type2,no data,1,52
0.99726776,0,N,V,V,U,2530.0,type2,no data,0,56
1.0,0,V,V,V,U,1230.0,type2,no data,0,54
0.99726776,0,N,V,V,U,1300.0,type2,no data,0,56
1.0,0,V,N,O,R,5873.0,type2,greater than 10,1,44
1.0,0,V,N,O,R,5873.0,type2,greater than 10,1,45
1.0,0,N,V,V,U,1920.0,type2,no data,0,54
0.99726776,0,N,V,V,U,1880.0,type2,no data,0,56
1.0,0,N,V,V,U,2255.0,type2,no data,0,54
1.0,0,N,V,V,U,2255.0,type2,no data,0,55
1.0,0,N,V,V,U,1182.0,type2,no data,0,54
1.0,0,N,V,V,U,1182.0,type2,no data,0,56
1.0,0,N,V,V,U,4080.0,type2,no data,1,26
1.0,0,V,N,O,R,3600.0,type2,less than 5,0,45
0.747945205,1,N,V,V,U,490.0,type2,no data,0,54
0.467213115,1,N,V,V,U,100.0,type2,no data,0,32
1.0,0,N,V,V,U,6100.0,type2,no data,0,33
0.493150685,0,V,N,O,R,1500.0,type2,greater than 10,0,5
1.0,0,V,N,O,R,4500.0,type2,greater than 5,0,55
1.0,0,V,N,O,R,430.0,type2,less than 5,0,53
1.0,1,V,N,O,R,380.0,type2,less than 5,0,104
1.0,0,V,N,O,R,4914.0,type2,greater than 5,1,52
1.0,0,V,N,O,R,4914.0,type2,greater than 5,1,56
1.0,0,V,N,O,R,8485.0,type2,greater than 5,0,1
1.0,0,V,N,O,R,8485.0,type2,greater than 5,1,3
0.99726776,0,V,N,O,R,8485.0,type2,greater than 5,1,5
1.0,0,V,N,O,R,3300.0,type2,greater than 5,1,17
1.0,0,V,N,O,R,600.0,type2,greater than 5,0,86
0.0,0,V,V,V,U,450.0,type2,no data,0,53
0.994535519,0,V,V,V,U,400.0,type2,no data,0,56
1.0,0,V,V,V,U,190.0,type2,no data,0,55
0.245901639,0,V,V,V,U,190.0,type2,no data,0,56
1.0,0,N,V,V,U,1000.0,type2,no data,0,55
1.0,0,V,N,O,R,800.0,type2,less than 5,0,53
1.0,0,V,V,V,U,353.0,type2,no data,0,52
1.0,0,V,N,O,R,900.0,type2,less than 5,1,163
1.0,0,V,N,O,R,355.0,type2,less than 5,0,45
1.0,0,V,N,O,R,522.0,type2,less than 5,0,49
1.0,0,V,N,O,R,522.0,type2,less than 5,0,51
1.0,0,V,N,O,R,541.0,type2,less than 5,0,113
1.0,0,V,N,O,R,8100.0,type2,greater than 5,1,12
0.99726776,0,N,V,V,U,600.0,type2,no data,0,56
1.0,1,V,N,O,R,4069.0,type2,greater than 5,1,11
0.99726776,0,V,N,O,R,2250.0,type2,less than 5,0,5
1.0,1,V,N,O,R,384.0,type2,less than 5,0,105
1.0,0,V,V,V,U,456.0,type2,no data,0,35
1.0,0,N,V,V,U,750.0,type2,no data,0,33
0.978082192,0,V,V,V,U,323.0,type2,no data,0,53
1.0,0,N,V,V,U,700.0,type2,no data,0,53
1.0,0,N,V,V,U,700.0,type2,no data,0,54
0.912328767,0,V,N,O,R,4870.0,type2,greater than 10,1,65
0.99726776,0,V,N,O,R,4523.0,type2,greater than 5,1,3
1.0,0,V,N,O,R,4322.0,type2,greater than 5,0,1
0.901639344,1,V,N,O,R,6300.0,type2,greater than 5,0,39
1.0,1,V,N,O,R,6300.0,type2,greater than 5,0,40
1.0,1,V,N,O,R,6300.0,type2,greater than 5,0,42
0.546448087,1,V,N,O,R,6000.0,type2,less than 5,0,0
0.093150685,0,V,N,O,R,180.0,type2,less than 5,0,153
1.0,0,V,V,V,U,2126.0,type2,no data,0,55
1.0,0,V,V,V,U,2600.0,type2,no data,1,54
1.0,0,N,V,V,U,1891.0,type2,no data,1,32
1.0,0,N,V,V,U,1891.0,type2,no data,0,35
1.0,0,N,V,V,U,1891.0,type2,no data,1,33
1.0,1,V,N,O,R,3500.0,type2,greater than 5,1,116
1.0,1,V,N,O,R,900.0,type2,less than 5,0,14
1.0,0,N,V,V,U,7500.0,type2,no data,1,34
1.0,0,N,V,V,U,7500.0,type2,no data,0,35
1.0,0,V,N,O,R,320.0,type2,less than 5,0,63
1.0,1,V,V,V,U,16859.0,type2,no data,0,33
1.0,1,V,N,O,R,8900.0,type2,greater than 5,0,1
1.0,0,V,N,O,R,580.0,type2,less than 5,1,65
1.0,0,V,N,O,R,534.0,type2,less than 5,0,103
1.0,0,V,N,O,R,534.0,type2,less than 5,0,105
1.0,0,V,N,O,R,534.0,type2,less than 5,0,106
1.0,0,V,V,V,U,780.0,type2,no data,0,52
0.99726776,0,N,V,V,U,1377.0,type2,no data,0,56
1.0,0,N,V,V,U,1920.0,type2,no data,0,53
0.99726776,0,N,V,V,U,1920.0,type2,no data,0,56
1.0,0,N,V,V,U,1410.0,type2,no data,0,52
1.0,1,V,N,O,R,8960.0,type2,less than 5,0,3
0.536986301,1,V,N,O,R,8960.0,type2,less than 5,0,4
0.99726776,0,V,N,O,R,6100.0,type2,greater than 5,0,9
0.271232877,0,V,V,V,U,204.0,type2,no data,0,53
1.0,0,V,V,V,U,432.0,type2,no data,1,52
0.832876712,0,V,V,V,U,432.0,type2,no data,0,53
1.0,0,V,N,O,R,400.0,type2,less than 5,0,2
1.0,0,V,N,O,R,330.0,type2,less than 5,0,102
0.99726776,0,V,N,O,R,1300.0,type2,less than 5,0,56
0.016393443,1,V,N,O,R,510.0,type2,less than 5,0,66
1.0,0,V,V,V,U,530.0,type2,no data,0,53
1.0,0,V,N,O,R,400.0,type2,less than 5,0,115
1.0,0,N,V,V,U,250.0,type2,no data,0,32
1.0,0,N,V,V,U,250.0,type2,no data,0,55
1.0,0,N,V,V,U,4000.0,type2,no data,0,25
0.431693989,0,V,N,O,R,300.0,type2,less than 5,0,62
0.915068493,0,V,N,O,R,300.0,type2,less than 5,1,73
1.0,0,V,N,O,R,200.0,type2,less than 5,0,85
0.99726776,0,V,V,V,U,540.0,type2,no data,0,56
1.0,0,V,N,O,R,450.0,type2,less than 5,0,113
1.0,0,N,V,V,U,68.0,type2,no data,0,53
0.983561644,0,N,V,V,U,68.0,type2,no data,0,55
1.0,0,N,V,V,U,175.0,type2,no data,0,54
1.0,1,N,V,V,U,695.0,type2,no data,0,54
1.0,0,N,V,V,U,870.0,type1,no data,0,53
1.0,0,N,V,V,U,870.0,type1,no data,0,55
1.0,0,N,V,V,U,900.0,type2,no data,0,55
1.0,1,V,V,V,U,980.0,type2,no data,0,34
1.0,0,V,V,V,U,8500.0,type2,no data,0,32
0.747945205,0,V,V,V,U,8500.0,type2,no data,0,34
1.0,0,V,V,V,U,1750.0,type2,no data,1,52
1.0,0,V,V,V,U,185.0,type2,no data,0,32
0.74863388,0,V,V,V,U,840.0,type2,no data,1,52
1.0,0,V,V,V,U,290.0,type2,no data,0,34
1.0,0,N,V,V,U,3930.0,type2,no data,0,55
1.0,1,N,V,V,U,769.0,type2,no data,0,53
1.0,0,V,N,O,R,9618.0,type2,greater than 5,1,26
1.0,0,V,V,V,U,1837.0,type2,no data,0,32
0.99726776,0,V,V,V,U,1837.0,type2,no data,0,36
1.0,0,V,V,V,U,3806.0,type2,no data,1,55
1.0,0,V,V,V,U,620.0,type2,no data,0,54
