,Building Dimension,YearOfObservation,Insured_Period_Equal to 1,Residential,Painted,Fenced,Garden,Rural,Building_Type,Date_of_Occupancy_Between 1500 & 1600,Date_of_Occupancy_Between 1600 & 1700,Date_of_Occupancy_Between 1700 & 1800,Date_of_Occupancy_Between 1800 & 1900,Date_of_Occupancy_Between 1900 & 2000,NumberOfWindows_<5,NumberOfWindows_>=5 & <10,NumberOfWindows_>=10,Claim
1025,6260.0,2013,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,1
1026,2650.0,2012,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1027,3040.0,2013,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1028,350.0,2013,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1029,270.0,2014,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
1030,640.0,2015,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1031,646.0,2013,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,1
1032,490.0,2014,1,0,0,1,0,1,2,0,0,0,0,1,1,0,0,1
1033,680.0,2012,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1034,680.0,2013,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1035,4200.0,2014,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1036,132.0,2012,0,1,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1037,7344.0,2013,1,1,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1038,7344.0,2014,1,1,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1039,885.0,2016,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1040,942.0,2012,1,1,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1041,763.0,2013,0,1,1,0,1,0,2,0,0,0,0,1,0,0,0,1
1042,450.0,2014,0,1,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1043,450.0,2014,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1044,432.0,2016,1,0,0,1,0,1,2,0,0,0,0,1,1,0,0,1
1045,600.0,2012,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1046,600.0,2013,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1047,1341.0,2012,1,0,0,1,0,1,2,0,0,0,0,1,1,0,0,0
1048,300.0,2012,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
1049,300.0,2013,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
1050,2100.0,2014,1,0,0,1,0,1,2,0,0,0,0,1,0,1,0,0
1051,440.0,2013,1,0,0,1,0,1,2,0,0,0,1,0,1,0,0,0
1052,830.0,2013,1,0,0,1,0,1,2,0,0,0,0,0,0,1,0,0
1053,830.0,2014,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,1
1054,650.0,2015,1,0,0,1,0,1,2,0,0,0,1,0,1,0,0,0
1055,425.0,2012,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1056,720.0,2015,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1057,720.0,2016,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1058,2420.0,2014,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1059,460.0,2015,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
1060,1200.0,2012,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,1
1061,1200.0,2016,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
1062,500.0,2012,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1063,450.0,2012,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1064,700.0,2012,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
1065,700.0,2015,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,1
1066,370.0,2012,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
1067,370.0,2013,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
1068,210.0,2014,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
1069,400.0,2016,0,0,0,1,0,1,2,0,0,0,0,1,1,0,0,0
1070,370.0,2016,0,0,0,1,0,1,2,0,0,0,0,1,1,0,0,0
1071,470.0,2013,1,0,0,1,0,1,2,0,0,0,1,0,1,0,0,1
1072,470.0,2014,1,0,0,1,0,1,2,0,0,0,1,0,1,0,0,1
1073,350.0,2014,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1074,500.0,2015,1,0,0,1,0,1,2,0,0,0,0,1,1,0,0,1
1075,500.0,2012,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
1076,1500.0,2013,1,0,0,1,0,1,2,0,0,0,0,1,0,1,0,1
1077,513.0,2013,1,0,0,1,0,1,2,0,0,0,0,1,1,0,0,1
1078,470.0,2015,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1079,400.0,2012,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,1
1080,400.0,2013,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1081,402.0,2012,1,1,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1082,402.0,2013,1,1,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1083,1830.0,2015,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,1
1084,320.0,2012,1,0,0,1,0,1,2,0,0,0,0,1,1,0,0,0
1085,320.0,2013,1,0,0,1,0,1,2,0,0,0,0,1,1,0,0,1
1086,900.0,2015,1,0,0,1,0,1,2,0,0,0,1,0,0,1,0,1
1087,900.0,2016,0,0,0,1,0,1,2,0,0,0,1,0,0,1,0,0
1088,1566.0,2012,1,0,0,1,0,1,2,0,0,0,0,1,0,1,0,0
1089,2400.0,2014,0,0,0,1,0,1,2,0,0,0,0,1,0,1,0,0
1090,1950.0,2015,0,1,0,1,0,1,2,0,0,0,0,1,0,1,0,0
1091,3500.0,2012,1,1,0,1,0,1,2,0,0,0,0,1,1,0,0,1
1092,200.0,2013,1,1,0,1,0,1,2,0,0,0,0,1,1,0,0,0
1093,1050.0,2014,1,0,0,1,0,1,2,0,0,0,1,0,0,1,0,1
1094,1890.0,2015,1,0,0,1,0,1,2,0,0,0,0,1,0,1,0,0
1095,950.0,2012,1,0,0,1,0,1,2,0,0,0,0,1,0,1,0,0
1096,300.0,2012,1,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0
1097,1671.0,2012,1,0,0,1,0,1,2,0,0,0,0,1,0,1,0,0
1098,460.0,2012,1,1,0,1,0,1,2,0,0,0,1,0,1,0,0,0
1099,700.0,2013,1,0,0,1,0,1,2,0,0,0,0,1,1,0,0,0
1100,700.0,2014,1,0,0,1,0,1,2,0,0,0,0,1,1,0,0,0
1101,700.0,2015,1,0,0,1,0,1,2,0,0,0,0,1,1,0,0,0
1102,660.0,2015,1,0,0,1,0,1,2,0,0,0,0,1,0,1,0,0
1103,335.0,2013,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
1104,610.0,2013,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1105,480.0,2013,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,1
1106,510.0,2012,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,1
1107,350.0,2013,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
1108,750.0,2012,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
1109,870.0,2013,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,1
1110,440.0,2012,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
1111,700.0,2014,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1112,900.0,2012,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1113,400.0,2012,1,1,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1114,400.0,2013,1,1,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1115,760.0,2012,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1116,400.0,2012,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1117,1230.0,2014,1,1,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1118,1230.0,2015,1,1,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1119,800.0,2015,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
1120,220.0,2012,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1121,220.0,2016,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1122,3100.0,2013,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1123,3100.0,2014,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,1
1124,900.0,2013,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1125,350.0,2013,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,1
1126,890.0,2013,1,0,0,1,0,1,2,0,0,0,0,1,1,0,0,1
1127,2520.0,2013,1,0,1,1,0,1,2,0,0,0,0,1,0,1,0,0
1128,450.0,2013,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,1
1129,450.0,2014,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1130,450.0,2015,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,1
1131,1100.0,2016,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1132,820.0,2012,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1133,500.0,2012,1,1,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1134,400.0,2014,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1135,1231.0,2014,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1136,724.0,2012,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1137,724.0,2016,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1138,357.0,2016,0,0,0,1,0,1,2,0,0,0,1,0,1,0,0,0
1139,600.0,2014,1,1,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1140,470.0,2016,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1141,1040.0,2012,1,0,0,1,0,1,2,0,0,0,0,1,0,1,0,0
1142,755.0,2012,1,0,0,1,0,1,2,0,0,0,1,0,0,1,0,0
1143,650.0,2012,1,0,0,1,0,1,2,0,0,0,0,1,0,1,0,0
1144,650.0,2013,1,0,0,1,0,1,2,0,0,0,0,1,0,1,0,0
1145,650.0,2012,1,0,0,1,0,1,2,0,0,0,1,0,0,1,0,0
1146,1760.0,2013,1,0,0,1,0,1,2,0,0,0,0,1,0,1,0,0
1147,564.0,2013,1,0,0,1,0,1,2,0,0,0,0,1,1,0,0,0
1148,2027.0,2012,1,1,0,1,0,1,2,0,0,0,0,1,0,1,0,1
1149,150.0,2015,1,0,0,1,0,1,2,0,0,0,1,0,1,0,0,0
1150,1300.0,2014,1,0,0,1,0,1,2,0,0,0,0,1,0,1,0,0
1151,1000.0,2012,0,0,0,1,0,1,2,0,0,0,1,0,0,1,0,0
1152,924.0,2013,0,1,0,1,0,1,2,0,0,0,1,0,1,0,0,0
1153,400.0,2012,0,1,0,1,0,1,2,0,0,0,0,1,1,0,0,0
1154,546.0,2013,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
1155,7200.0,2015,1,0,0,1,0,1,2,0,0,0,0,1,0,0,1,1
1156,526.0,2012,1,0,0,1,0,1,2,0,0,0,1,0,1,0,0,0
1157,1425.0,2012,0,0,0,1,0,1,2,0,0,0,0,1,0,1,0,0
1158,590.0,2014,1,0,0,1,0,1,2,0,0,0,1,0,0,1,0,1
1159,1425.0,2014,1,0,0,1,0,1,2,0,0,0,0,1,0,1,0,0
1160,330.0,2015,1,0,0,1,0,1,2,0,0,0,0,1,1,0,0,0
1161,325.0,2014,0,0,0,1,0,1,2,0,0,0,0,1,1,0,0,0
1162,325.0,2016,1,0,0,1,0,1,2,0,0,0,0,1,1,0,0,0
1163,890.0,2014,1,1,0,1,0,1,2,0,0,0,1,0,0,1,0,1
1164,450.0,2015,1,0,0,1,0,1,2,0,0,0,0,1,0,1,0,0
1165,630.0,2013,1,0,0,1,0,1,2,0,0,0,1,0,0,1,0,0
1166,450.0,2014,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
1167,570.0,2014,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1168,400.0,2012,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
1169,1400.0,2013,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
1170,350.0,2015,1,0,0,1,0,1,2,0,0,0,1,0,1,0,0,0
1171,360.0,2013,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
1172,1200.0,2015,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1173,670.0,2015,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
1174,350.0,2013,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
1175,350.0,2014,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
1176,4200.0,2016,0,0,0,1,0,1,2,0,0,0,0,1,0,1,0,1
1177,450.0,2012,1,0,0,1,0,1,2,0,0,0,1,0,1,0,0,0
1178,320.0,2016,0,0,0,1,0,1,2,0,0,0,0,1,1,0,0,1
1179,400.0,2015,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1180,520.0,2012,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1181,765.0,2016,1,0,0,1,0,1,2,0,0,0,1,0,0,1,0,0
1182,390.0,2012,1,0,0,1,0,1,2,0,0,0,1,0,1,0,0,0
1183,390.0,2016,1,0,0,1,0,1,2,0,0,0,1,0,1,0,0,0
1184,600.0,2013,1,0,0,1,0,1,2,0,0,0,1,0,0,1,0,0
1185,480.0,2013,0,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0
1186,5195.0,2014,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1187,1414.0,2013,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,1
1188,1414.0,2014,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1189,720.0,2015,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1190,720.0,2016,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1191,345.0,2014,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1192,700.0,2013,1,0,0,1,0,1,2,0,0,0,0,1,0,1,0,0
1193,800.0,2012,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1194,551.0,2014,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1195,490.0,2015,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,1
1196,716.0,2014,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,1
1197,450.0,2013,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1198,900.0,2015,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,1
1199,2950.0,2013,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1200,1300.0,2015,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,1
1201,450.0,2012,1,1,1,0,1,0,2,0,0,0,0,1,0,0,0,1
1202,3735.0,2015,1,0,0,1,0,1,2,0,0,0,0,0,0,1,0,0
1203,1166.0,2013,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1204,1166.0,2016,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,1
1205,1730.0,2016,0,0,0,1,0,1,2,0,0,0,0,1,0,1,0,0
1206,250.0,2013,1,1,0,1,0,1,2,0,0,0,0,1,1,0,0,1
1207,250.0,2014,1,1,0,1,0,1,2,0,0,0,0,1,1,0,0,0
1208,250.0,2016,1,1,0,1,0,1,2,0,0,0,0,1,1,0,0,0
1209,1000.0,2013,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1210,1100.0,2016,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1211,550.0,2014,1,1,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1212,220.0,2016,0,0,0,1,0,1,2,0,0,0,0,1,1,0,0,0
1213,800.0,2015,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,1
1214,3040.0,2012,1,0,1,1,0,1,2,0,0,0,0,1,0,1,0,0
1215,1600.0,2013,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1216,1600.0,2014,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,1
1217,720.0,2015,1,0,0,1,0,1,2,0,0,0,1,0,0,1,0,0
1218,450.0,2013,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1219,370.0,2013,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,1
1220,690.0,2014,1,0,0,1,0,1,2,0,0,0,1,0,0,1,0,0
1221,1820.0,2015,1,0,0,1,0,1,2,0,0,0,1,0,0,1,0,0
1222,605.0,2012,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1223,605.0,2014,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1224,1320.0,2013,1,1,0,1,0,1,2,0,0,0,0,1,0,1,0,0
1225,1320.0,2016,1,1,0,1,0,1,2,0,0,0,0,1,0,1,0,0
1226,1388.0,2012,1,1,0,1,0,1,2,0,0,0,0,1,0,1,0,0
1227,1388.0,2014,1,1,0,1,0,1,2,0,0,0,0,1,0,1,0,0
1228,865.0,2014,1,0,0,1,0,1,2,0,0,0,0,1,0,1,0,0
1229,700.0,2016,1,0,0,1,0,1,2,0,0,0,0,1,0,1,0,0
1230,880.0,2016,1,0,0,1,0,1,2,0,0,0,1,0,1,0,0,0
1231,10686.0,2012,1,1,0,1,0,1,2,0,0,0,0,1,0,0,1,0
1232,1215.0,2012,1,0,0,1,0,1,2,0,0,0,0,1,0,1,0,0
1233,385.0,2013,1,0,0,1,0,1,2,0,0,0,0,1,1,0,0,0
1234,441.0,2012,1,0,0,1,0,1,2,0,0,0,0,1,0,1,0,0
1235,1500.0,2014,0,0,0,1,0,1,2,0,0,0,0,1,0,1,0,0
1236,670.0,2014,1,0,0,1,0,1,2,0,0,0,1,0,0,1,0,0
1237,952.0,2013,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1238,499.0,2014,1,0,0,1,0,1,2,0,0,0,0,1,1,0,0,1
1239,470.0,2013,1,0,0,1,0,1,2,0,0,0,1,0,0,1,0,0
1240,5966.0,2012,1,0,0,1,0,1,2,0,0,0,0,1,0,1,0,1
1241,5966.0,2013,1,0,0,1,0,1,2,0,0,0,0,1,0,1,0,1
1242,600.0,2014,1,0,0,1,0,1,2,0,0,0,1,0,0,1,0,0
1243,800.0,2014,1,0,0,1,0,1,2,0,0,0,1,0,0,1,0,0
1244,1200.0,2014,1,0,0,1,0,1,2,0,0,0,0,1,0,1,0,0
1245,480.0,2016,0,1,0,1,0,1,2,0,0,0,0,1,1,0,0,0
1246,980.0,2013,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1247,450.0,2012,0,0,0,1,0,1,2,0,0,0,0,1,1,0,0,0
1248,550.0,2015,1,0,0,1,0,1,2,0,0,0,1,0,0,1,0,0
1249,370.0,2015,1,0,0,1,0,1,2,0,0,0,0,1,1,0,0,0
1250,480.0,2014,0,0,0,1,0,1,2,0,0,0,0,1,1,0,0,0
1251,600.0,2014,0,0,0,1,0,1,2,0,0,0,0,1,0,1,0,0
1252,280.0,2015,1,0,0,1,0,1,2,0,0,0,1,0,1,0,0,0
1253,300.0,2016,0,1,0,1,0,1,2,0,0,0,0,1,1,0,0,0
1254,613.0,2016,0,0,0,1,0,1,2,0,0,0,0,1,0,1,0,0
1255,850.0,2013,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
1256,700.0,2012,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
1257,2600.0,2012,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,1
1258,550.0,2016,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1259,2250.0,2013,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
1260,1220.0,2013,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1261,1220.0,2015,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1262,1705.0,2013,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1263,640.0,2012,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
1264,1192.0,2013,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
1265,340.0,2013,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
1266,500.0,2013,0,0,0,1,0,1,2,0,0,0,1,0,0,1,0,0
1267,1950.0,2014,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
1268,550.0,2014,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1269,1100.0,2014,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1270,1445.0,2015,0,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0
1271,420.0,2012,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,1
1272,240.0,2013,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
1273,1830.0,2012,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
1274,390.0,2015,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
1275,640.0,2014,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,1
1276,300.0,2014,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
1277,230.0,2012,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
1278,2300.0,2016,0,0,0,1,0,1,2,0,0,0,0,1,0,1,0,0
1279,2400.0,2012,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,1
1280,450.0,2012,1,0,0,1,0,1,2,0,0,0,0,1,1,0,0,0
1281,850.0,2012,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
1282,280.0,2014,1,0,0,1,0,1,2,0,0,0,1,0,1,0,0,0
1283,1500.0,2014,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1284,2400.0,2015,0,1,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1285,600.0,2016,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1286,238.0,2012,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1287,1650.0,2012,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,1
1288,2000.0,2015,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,1
1289,920.0,2012,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1290,450.0,2013,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
1291,240.0,2016,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1292,150.0,2013,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1293,1620.0,2013,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
1294,1620.0,2014,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
1295,390.0,2012,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1296,950.0,2016,1,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0
1297,900.0,2012,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1298,760.0,2015,1,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0
1299,250.0,2013,1,1,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1300,350.0,2012,1,1,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1301,900.0,2012,1,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0
1302,600.0,2014,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,1
1303,475.0,2012,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,1
1304,400.0,2013,1,1,0,1,0,1,2,0,0,0,0,1,1,0,0,0
1305,400.0,2014,1,1,0,1,0,1,2,0,0,0,0,1,1,0,0,1
1306,743.0,2014,1,1,0,1,0,1,2,0,0,0,1,0,0,1,0,0
1307,1105.0,2014,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1308,300.0,2014,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1309,650.0,2013,1,0,0,1,0,1,2,0,0,0,0,1,1,0,0,0
1310,448.0,2012,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
1311,1800.0,2012,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1312,1800.0,2013,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1313,140.0,2013,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,1
1314,396.0,2013,1,0,0,1,0,1,2,0,0,0,1,0,0,1,0,0
1315,396.0,2015,1,0,0,1,0,1,2,0,0,0,1,0,0,1,0,0
1316,1740.0,2014,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,1
1317,510.0,2012,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1318,510.0,2015,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1319,350.0,2014,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1320,700.0,2012,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1321,700.0,2013,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,1
1322,700.0,2014,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1323,825.0,2012,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1324,230.0,2013,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
1325,2280.0,2012,1,0,0,1,0,1,2,0,0,0,0,1,0,1,0,0
1326,2280.0,2013,1,0,0,1,0,1,2,0,0,0,0,1,0,1,0,0
1327,2280.0,2015,1,0,0,1,0,1,2,0,0,0,0,1,0,1,0,0
1328,5567.0,2013,1,0,0,1,0,1,2,0,0,0,0,1,0,1,0,0
1329,960.0,2012,1,1,0,1,0,1,2,0,0,0,0,1,0,1,0,0
1330,321.0,2015,1,0,0,1,0,1,2,0,0,0,1,0,1,0,0,0
1331,472.0,2014,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1332,660.0,2016,0,0,0,1,0,1,2,0,0,0,0,1,0,1,0,1
1333,780.0,2016,0,1,0,1,0,1,2,0,0,0,0,0,1,0,0,0
1334,900.0,2016,0,1,0,1,0,1,2,0,0,0,0,1,1,0,0,0
1335,516.0,2013,1,0,0,1,0,1,2,0,0,0,1,0,0,1,0,0
1336,1600.0,2015,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1337,450.0,2013,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,1
1338,450.0,2015,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
1339,1750.0,2014,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1340,320.0,2013,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1341,4700.0,2013,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1342,480.0,2015,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1343,820.0,2013,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
1344,100.0,2012,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1345,100.0,2014,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1346,1500.0,2015,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1347,660.0,2014,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1348,450.0,2012,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1349,550.0,2012,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
1350,570.0,2012,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
